0;3382
1;1867
2;3480
3;1200
4;3734
5;918
6;2602
7;5197
8;4026
9;4027
10;4024
11;4025
12;4022
13;4023
14;4020
15;4021
16;1615
17;92
18;643
19;4028
20;4029
21;2030
22;5982
23;4642
24;5980
25;5981
26;5993
27;3721
28;344
29;345
30;346
31;347
32;340
33;341
34;3999
35;3998
36;3997
37;3993
38;3992
39;3991
40;3990
41;964
42;4844
43;3530
44;965
45;4684
46;4933
47;960
48;512
49;4683
50;4732
51;4845
52;4730
53;4731
54;4736
55;4737
56;2318
57;2319
58;2316
59;2317
60;2314
61;2315
62;2312
63;2313
64;2310
65;2311
66;5855
67;5857
68;298
69;299
70;296
71;297
72;294
73;295
74;5858
75;5859
76;290
77;291
78;3773
79;3772
80;3771
81;3680
82;5749
83;3775
84;961
85;2147
86;4834
87;4655
88;271
89;4657
90;4656
91;4651
92;4650
93;276
94;277
95;278
96;279
97;4836
98;4659
99;4658
100;583
101;4930
102;962
103;2146
104;58
105;581
106;4
107;2268
108;2269
109;4409
110;2974
111;2262
112;2263
113;2260
114;2261
115;2266
116;2267
117;2264
118;2265
119;2442
120;2443
121;2440
122;1130
123;2446
124;2447
125;2444
126;2445
127;2448
128;2449
129;2189
130;3125
131;1136
132;6055
133;420
134;109
135;1370
136;6054
137;102
138;5825
139;100
140;101
141;106
142;6057
143;104
144;5824
145;2046
146;2047
147;2044
148;2045
149;2042
150;2043
151;2040
152;2041
153;6051
154;2188
155;4818
156;3691
157;2048
158;6050
159;4832
160;5829
161;6053
162;5828
163;4645
164;4410
165;1156
166;2839
167;1086
168;2838
169;1213
170;4843
171;3159
172;3519
173;2834
174;3513
175;3512
176;3511
177;3510
178;3517
179;3516
180;3515
181;2688
182;2689
183;2685
184;2686
185;2687
186;2680
187;2681
188;2682
189;1436
190;4607
191;122
192;342
193;1613
194;1437
195;2631
196;1211
197;343
198;1434
199;2630
200;99
201;98
202;2812
203;5404
204;4937
205;91
206;1432
207;93
208;2701
209;95
210;94
211;97
212;5402
213;1991
214;1990
215;3205
216;1992
217;1995
218;1430
219;3201
220;1996
221;1999
222;1998
223;1629
224;1431
225;349
226;1686
227;4526
228;2860
229;2861
230;2862
231;2863
232;2864
233;2865
234;2866
235;2867
236;2868
237;2869
238;557
239;556
240;551
241;550
242;553
243;552
244;3539
245;1438
246;3538
247;4525
248;1199
249;1198
250;3348
251;3349
252;3342
253;3343
254;1193
255;1192
256;3346
257;5455
258;3344
259;3345
260;1759
261;1758
262;1757
263;1756
264;1755
265;1754
266;1753
267;1752
268;1751
269;1750
270;4259
271;4258
272;1175
273;1174
274;1173
275;1172
276;1171
277;1170
278;4251
279;4250
280;4252
281;4257
282;4256
283;511
284;510
285;603
286;5539
287;513
288;644
289;1811
290;1285
291;1284
292;1287
293;1286
294;1281
295;1280
296;1283
297;1282
298;2819
299;515
300;1289
301;1288
302;514
303;3430
304;1579
305;1578
306;689
307;688
308;877
309;1573
310;684
311;687
312;1570
313;681
314;3432
315;1575
316;1574
317;662
318;4260
319;875
320;819
321;2818
322;1226
323;872
324;1240
325;621
326;3435
327;2966
328;2659
329;620
330;748
331;627
332;218
333;3437
334;626
335;5017
336;2037
337;4389
338;4388
339;625
340;5629
341;2036
342;4383
343;4382
344;4381
345;4380
346;5623
347;5622
348;5621
349;5620
350;407
351;450
352;1373
353;1372
354;1375
355;1374
356;1377
357;451
358;1379
359;4848
360;629
361;409
362;4849
363;1343
364;2031
365;1242
366;1344
367;4973
368;455
369;4031
370;4030
371;4033
372;4032
373;4035
374;4034
375;4037
376;4036
377;4039
378;4038
379;1347
380;5999
381;5998
382;1018
383;1245
384;4735
385;379
386;1084
387;1611
388;647
389;371
390;370
391;373
392;2038
393;375
394;4738
395;377
396;2333
397;4739
398;403
399;4348
400;393
401;392
402;391
403;390
404;397
405;396
406;395
407;394
408;6007
409;399
410;398
411;2309
412;2308
413;2195
414;4728
415;2301
416;2300
417;2303
418;2302
419;2305
420;4720
421;2307
422;2306
423;5845
424;5844
425;5843
426;5842
427;5841
428;5840
429;1073
430;1246
431;4919
432;963
433;3748
434;3749
435;3746
436;3747
437;3744
438;3745
439;3742
440;3743
441;3740
442;3741
443;4620
444;4621
445;4622
446;4623
447;241
448;4625
449;4626
450;4627
451;4628
452;249
453;248
454;2197
455;2274
456;2277
457;2276
458;2271
459;2270
460;2273
461;5200
462;292
463;2279
464;2278
465;293
466;1194
467;2337
468;1248
469;264
470;2459
471;2458
472;2455
473;2454
474;2457
475;2456
476;2451
477;2450
478;2453
479;2452
480;3770
481;179
482;178
483;177
484;176
485;175
486;174
487;173
488;172
489;171
490;170
491;2051
492;2050
493;2053
494;2052
495;4538
496;4539
497;2057
498;2056
499;4534
500;4535
501;4536
502;4537
503;4530
504;4531
505;4532
506;4533
507;1501
508;3596
509;1506
510;2968
511;653
512;1110
513;1504
514;651
515;5739
516;3526
517;3527
518;5149
519;1010
520;3522
521;3523
522;3520
523;3521
524;4916
525;2275
526;3528
527;3529
528;1364
529;919
530;5496
531;4654
532;314
533;5738
534;272
535;225
536;2150
537;3594
538;1977
539;273
540;658
541;2699
542;1976
543;2697
544;2696
545;103
546;2694
547;2693
548;3227
549;2690
550;3226
551;4653
552;3221
553;4652
554;2151
555;3220
556;6008
557;2704
558;5837
559;3223
560;3673
561;3222
562;1362
563;3232
564;3233
565;3230
566;3231
567;3236
568;3237
569;3234
570;3235
571;1964
572;1965
573;3238
574;3239
575;1960
576;1961
577;1962
578;1963
579;3674
580;206
581;1749
582;1114
583;1363
584;5077
585;2091
586;2873
587;2872
588;2871
589;2870
590;2877
591;2876
592;2875
593;2874
594;2153
595;2879
596;2878
597;3355
598;3357
599;3356
600;1595
601;3359
602;3358
603;3707
604;65
605;5443
606;5442
607;5441
608;5440
609;4917
610;1768
611;1769
612;1361
613;1762
614;1763
615;1760
616;1761
617;1766
618;1767
619;1764
620;1765
621;1142
622;1788
623;1140
624;1141
625;1146
626;4988
627;1144
628;1145
629;1148
630;1149
631;2967
632;5000
633;3828
634;5506
635;5504
636;5505
637;5503
638;5500
639;692
640;693
641;690
642;691
643;696
644;697
645;1540
646;1541
647;1844
648;698
649;699
650;1548
651;1549
652;542
653;1780
654;540
655;541
656;546
657;547
658;544
659;1781
660;548
661;549
662;760
663;761
664;400
665;766
666;646
667;2064
668;767
669;764
670;1627
671;1787
672;3682
673;3880
674;5618
675;5619
676;17
677;3048
678;5612
679;5613
680;5611
681;5616
682;5617
683;5614
684;5615
685;414
686;19
687;416
688;417
689;1388
690;1389
691;412
692;413
693;1384
694;1385
695;1386
696;1387
697;1380
698;1381
699;1382
700;1383
701;3827
702;3580
703;3825
704;3824
705;3823
706;3822
707;3821
708;3581
709;1507
710;498
711;2769
712;59
713;2441
714;3584
715;2438
716;4283
717;4280
718;4281
719;4286
720;4287
721;4284
722;4289
723;2099
724;502
725;2763
726;1176
727;368
728;369
729;366
730;367
731;364
732;365
733;362
734;363
735;360
736;361
737;5274
738;1368
739;2098
740;1777
741;380
742;381
743;382
744;383
745;384
746;385
747;386
748;387
749;388
750;5270
751;5271
752;1743
753;5272
754;1772
755;108
756;5872
757;5873
758;5870
759;5871
760;5876
761;5874
762;5875
763;2792
764;3759
765;3758
766;5462
767;4664
768;622
769;3751
770;1072
771;3753
772;3752
773;3755
774;3754
775;3757
776;3756
777;2190
778;2191
779;2192
780;2193
781;2194
782;4636
783;2196
784;4634
785;2198
786;2199
787;250
788;1071
789;256
790;257
791;254
792;255
793;2200
794;2201
795;2202
796;2203
797;2204
798;2205
799;2206
800;2207
801;3257
802;2209
803;1301
804;1251
805;107
806;4868
807;96
808;5725
809;3210
810;680
811;4676
812;105
813;2428
814;2429
815;3683
816;2420
817;2421
818;2422
819;2423
820;900
821;2427
822;2432
823;901
824;168
825;169
826;4729
827;164
828;165
829;166
830;167
831;160
832;161
833;162
834;163
835;4839
836;4838
837;3689
838;3688
839;4529
840;4528
841;4527
842;4830
843;3681
844;4867
845;4523
846;3686
847;4521
848;4520
849;1843
850;2676
851;2518
852;2519
853;1842
854;2514
855;2515
856;2516
857;2517
858;2510
859;2511
860;2512
861;2513
862;4421
863;4426
864;5569
865;3460
866;3531
867;4722
868;3532
869;3535
870;1845
871;3537
872;3536
873;5054
874;1090
875;2049
876;5050
877;5051
878;5052
879;1091
880;1814
881;1815
882;1816
883;1817
884;1810
885;4338
886;1812
887;1813
888;2437
889;4339
890;1818
891;1819
892;1107
893;674
894;300
895;1505
896;675
897;4662
898;676
899;921
900;677
901;1098
902;1087
903;1234
904;671
905;2165
906;4953
907;500
908;3774
909;2167
910;3587
911;1609
912;1608
913;4987
914;2166
915;3229
916;3228
917;1979
918;1978
919;1601
920;1600
921;1975
922;1974
923;1973
924;1972
925;1971
926;1970
927;1555
928;809
929;808
930;2163
931;188
932;803
933;802
934;801
935;800
936;807
937;806
938;805
939;804
940;2848
941;2849
942;2846
